zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol
14430,Industrials,2436.0,"PT Asahimas Flat Glass Tbk manufactures and sells flat and safety glass products in Indonesia. It operates in two segments, Flat Glass and Automotive Glass. The Flat Glass segment offers a range of clear and tinted, figured, reflective, coated, and mirror glasses, which are used primarily for glass curtain walls, window glass, and suspended glass in building construction, as well as a raw material for the downstream industry. The Automotive Glass segment provides tempered and laminated glasses that are principally used in the automotive industry. The company also provides automotive glass replacement, repair, and installation services. It also exports its products. The company was formerly known as PT Asahimas Flat Glass Co., Ltd. and changed its name to PT Asahimas Flat Glass Tbk in June 1998. PT Asahimas Flat Glass Tbk was founded in 1971 and is headquartered in North Jakarta, Indonesia.",Jakarta Utara,62 21 690 4041,Indonesia,https://www.amfg.co.id,86400,Jl. Ancol IX/5,62 21 691 8820,Building Products & Equipment,West Ancol,AMFG.JK
12560,Energy,1423.0,"PT Elnusa Tbk provides oil and gas services in Indonesia. The company operates through Integrated Upstream Oil and Gas Services; Oil and Gas Support Services; and Energy Distribution and Logistics Services segments. It offers geophysical/seismic data, oil and gas drilling, and oilfield services; and threading for oil and gas drilling, oil and gas data management, integrated information technology development, other threading, telecommunication, network service provider, storage, satellite communication, and very-small-aperture terminal-based communication services, as well as open cycle gas turbine pipe manufacturing and trading services. The company also provides physical data and general warehousing, core service, and remote storage services; data remastering services; solutions for water treatment plants and smart water meters; fleet management, and logistic and supply chain services; IT and communication services; and IOT products and services, including LORA devices and network infrastructure, and tracking monitoring and network management systems. In addition, it engages in transportation, depot, and trading activities; operates retail gas stations; distributes and trades in oil and chemicals; and offers mechanical maintenance, and ship rental and agent services. The company was formerly known as PT Electronika Nusantara and changed its name to PT Elnusa Tbk in June 1984. PT Elnusa Tbk was founded in 1969 and is based in South Jakarta, Indonesia. PT Elnusa Tbk is a subsidiary of PT Pertamina Hulu Energi.",Jakarta Selatan,62 21 7883 0850,Indonesia,https://www.elnusa.co.id,86400,Graha Elnusa,62 21 7883 0883,Oil & Gas Equipment & Services,16th Floor Jl. T.B. Simatupang Kav. 1B,ELSA.JK
12190,Industrials,273.0,"PT Nusantara Infrastructure Tbk, together with its subsidiaries, operates and manages toll roads in Indonesia. The company operates through six segments: Toll Road Management Services, Investment, Ports, Water, Energy, and Telecommunications Towers. It also engages in the clean water treatment, management, and distribution activities; renewable energy business; provision of port management services, including warehousing, loading and unloading, and storage tank rental services; construction and operation of dry and liquid cargo terminals; and telecommunication and trading business. The company was formerly known as PT Metamedia Technologies Tbk and changed its name to PT Nusantara Infrastructure Tbk in June 2006. PT Nusantara Infrastructure Tbk was founded in 1995 and is headquartered in Jakarta, Indonesia. PT Nusantara Infrastructure Tbk is a subsidiary of PT Metro Pacific Tollways Indonesia.",Jakarta,62 21 515 0100,Indonesia,https://www.nusantarainfrastructure.com,86400,Equity Tower,62 21 515 1221,Infrastructure Operations,"38th Floor, Jl. Jenderal Sud Kav. 52-53 Senayan Sub-Dist, Kebayoran Baru Dist South Jakarta Administrative City",META.JK
10120,Financial Services,810.0,"PT Equity Development Investment Tbk, together with its subsidiaries, provides insurance products and services in Indonesia. The company operates through four segments: Insurance; Financing; Securities and Stock Administration; and Equity Participation, Travel Services, and Venture Capital. It offers general insurance products, such as fire, motor vehicles, accident, marine hull, engineering, and marine cargo; and life insurance products, including whole life, term insurance, health assurance, unitized pensions, unit link, pure endowment pensions, mortgage reduction term allowance, and combined endowments, as well as provides reinsurance services. The company also offers financial lease, consumer financing, and factoring services, as well as health insurance and pension fund; operates as an underwriter, broker, investment manager, and advisor; and provides venture capital services. In addition, it offers travel services; insurance brokerage services; share registrar services; mutual funds; and administration and health services. The company was formerly known as PT Gajah Surya Arta Leasing. The company was founded in 1982 and is based in Jakarta, Indonesia. PT Equity Development Investment Tbk is a subsidiary of Equity Global International Limited.",Jakarta,62 21 8063 2550,Indonesia,https://www.theequityone.com,86400,Wisma Hayam Wuruk,62 21 231 3285,Insurance—Diversified,3rd Floor Jl. Hayam Wuruk No.8,GSMF.JK
12870,Consumer Cyclical,5454.0,"PT Sarimelati Kencana Tbk. operates Pizza Hut restaurants. The company operates restaurants under a franchise agreement with Yum! Asia Franchise Pte. Ltd. As of December 31, 2021, it operated 540 outlets in Jakarta and other cities in Indonesia. The company was founded in 1987 and is headquartered in Jakarta Selatan, Indonesia. PT Sarimelati Kencana Tbk. is a subsidiary of PT Sriboga Raturaya.",Jakarta Selatan,62 21 830 6789,Indonesia,https://www.sarimelatikencana.co.id,86400,Graha Mustika Ratu,62 21 830 6790,Restaurants,"Lantai 8 Jl. Jenderal Gatot Subroto Kav 74-75 Menteng Dalam, Tebet",PZZA.JK
29467,Energy,700.0,"PT Citra Tubindo Tbk, together with its subsidiaries, provides pipes and accessories, and related services to the oil and gas industries in Indonesia. It operates through three segments: Pipe Processing; Transportation Services and Others; and Technical Support. The company provides finishing and threading of pipes; and heat treatment process for seamless pipes, as well as manufactures accessories. It also offers marketing and technical support services in connection with the supply of oil country tubular goods and accessories for the oil and gas industry. In addition, the company provides casings and drill pipes; port management, container and cargo, warehousing, and open stacking yards rental services; and public transportation, expedition, stevedoring, and heavy equipment rental services, as well as cargo handling services. It also exports its products to Europe, the United States, Canada, Australia, the Middle East, Brazil, and other countries in Africa and Asia. The company was incorporated in 1983 and is headquartered in Batam, Indonesia. PT Citra Tubindo Tbk is a subsidiary of Vallourec SA.",Batam,62 77 871 1121,Indonesia,https://www.citratubindo.com,86400,Jl. Hang Kesturi I No. 2,62 77 871 1094,Oil & Gas Equipment & Services,Kawasan Industri Terpadu Kabil Kabil,CTBN.JK
12930,Financial Services,773.0,"PT Victoria Investama Tbk, through its subsidiaries, provides financial services in Indonesia. The company offers commercial banking products and services, which include saving and current accounts, deposits, and investment products; and loan products, which comprise consumer and production credit. It also operates as a security broker and underwriter for individual client, and local and foreign business entities; and manages securities and securities products, such as shares, bonds, and other assets, including property. In addition, the company offers general insurance products, such as property, motor vehicle, personal accidents, transportation, engineering, money, liability, and shipbuilding insurance to multi finance companies, banks, local government, state-owned enterprises, and private companies; and life insurance products. Further, it provides corporate finance and advisory management services, as well as act as a fund arranger. PT Victoria Investama Tbk was formerly known as PT Victoria Sekuritas and changed its name to PT Victoria Investama Tbk in 2012. The company was founded in 1989 and is headquartered in Jakarta, Indonesia. PT Victoria Investama Tbk is a subsidiary of PT Gratamulia Pratama.",Jakarta Selatan,62 21 5099 2950,Indonesia,https://www.victoriainvestama.co.id,86400,Graha BIP lantai 3A,62 21 5099 2951,Asset Management,Jl. Jenderal Gatot Subroto Kav. 23,VICO.JK
15125,Industrials,4861.0,"PT Garuda Maintenance Facility Aero Asia Tbk provides various aircraft maintenance, repair, and overhaul (MRO) services for aircraft, engines, and components in Africa, Asia, Australia, America, Europe, and Oceania. The company operates through three segments: Repairs and Overhauls, Line Maintenance, and Other Operations. Its MRO services include line maintenance, base maintenance, airframe, component, engineering, material and logistics, cabin maintenance, engine and APU maintenance, learning center, power, and aircraft support, as well as technical ground handling. The company was founded in 1949 and is headquartered in Tangerang, Indonesia. PT Garuda Maintenance Facility Aero Asia Tbk is a subsidiary of PT Garuda Indonesia (Persero) Tbk.",Tangerang,62 21 550 8717,Indonesia,https://www.gmf-aeroasia.co.id,86400,Garuda Indonesia Management Building,62 21 550 3555,Aerospace & Defense,"3rd Floor Soekarno Hatta Airport Office Area Pajang Subdistrict, Benda District",GMFI.JK
76261,Consumer Defensive,667.0,"PT Pradiksi Gunatama TBK engages in the palm oil plantation activities in Indonesia. It produces crude palm oil and palm kernel. The company also plants and manages plasma plantations. PT Pradiksi Gunatama TBK was founded in 1995 and is headquartered in Batu Engau, Indonesia.",Tanah Grogot,62 518 209 0000,Indonesia,https://www.pradiksi.co.id,86400,Jalan Negara Km. 44 Kecamatan,,Farm Products,Kabupaten Paser Batu Engau,PGUN.JK
12940,Communication Services,742.0,"PT Intermedia Capital Tbk, through its subsidiaries, provides television broadcasting services in Indonesia. It operates ANTV, a free-to-air television channel. The company offers content that are focused on families, children, and entertainment. It also provides communication and management consultancy services; and broadcasts the sign language in Topik Pagi news program. The company was founded in 2008 and is headquartered in Jakarta, Indonesia. PT Intermedia Capital Tbk is a subsidiary of PT Visi Media Asia Tbk.",Jakarta,62 21 561 015 90,Indonesia,https://www.imc.co.id,86400,Komplek Rasuna Epicentrum Lot 9,62 21 299 417 89,Broadcasting,Jl. H. R. Rasuna Said Karet Kuningan Setiabudi,MDIA.JK
13870,Consumer Defensive,165.0,"PT Widodo Makmur Unggas Tbk produces and sells animal-based food products. It offers chicken feed under the W99 brand; day old chicks under the W99 DOC brand name; and commercial broilers, carcass and eggs, and chicken meat. The company was formerly known as PT Pakan Makmur Perkasa and changed its name to PT Widodo Makmur Unggas Tbk in June 2017. PT Widodo Makmur Unggas Tbk was incorporated in 2015 and is headquartered in Jakarta Timur, Indonesia.",Jakarta Timur,62 21 8430 6787,Indonesia,https://www.widodomakmurunggas.co.id,86400,Gedung Graha Widodo Makmur,62 21 8430 6790,Farm Products,"Jalan Raya Cilangkap No. 58 Cilangkap, Cipayung",WMUU.JK
12330,Industrials,1154.0,"PT Jaya Konstruksi Manggala Pratama Tbk engages in the construction business in Indonesia. The company is also involved in asphalt and liquefied petroleum gas trading; provision of specialized mechanical and electrical engineering, contractorand services; LPG and bulk transportation; chartering of vessels; and trading, manufacturing, and workshop and industry activities. In addition, it owns or leases real estate properties; and trades in materials and chemical goods. The company was founded in 1982 and is based in Jakarta, Indonesia.",Jakarta,62 21 736 3939,Indonesia,https://www.jayakonstruksi.com,86400,Building B,62 21 736 3959,Conglomerates,Kantor Taman Bintaro Jaya Office Jalan Bintaro Raya,JKON.JK
10260,Consumer Cyclical,1933.0,"PT Putra Mandiri Jembar Tbk engages in the vehicle dealership business. The company also engages in the provision of automotive rental, and repair and maintenance services, as well as e-commerce business. It operates 46 Mitsubishi dealer showrooms, 1 Mercedes-Benz dealer showroom, and 2 Nissan dan Datsun dealer showrooms located in 32 cities and 11 provinces in Sumatera, DKI Jakarta, Jawa, and Kalimantan. The company was founded in 2003 and is headquartered in Jakarta, Indonesia. PT Putra Mandiri Jembar Tbk is a subsidiary of PT Pahalamas Sejahtera.",Jakarta,62 21 3006 0000,Indonesia,https://www.ptpmj.co.id,86400,Dipo Tower Lt.17,62 21 3006 0088,Auto & Truck Dealerships,JL. Jend. Gatot Subroto Kav.51,PMJS.JK
12950,Real Estate,179.0,"PT Roda Vivatex Tbk, through its subsidiaries, engages in the rental of office spaces in Indonesia. The company was incorporated in 1980 and is headquartered in Jakarta Selatan, Indonesia.",Jakarta Selatan,62 21 2553 2121,Indonesia,https://www.rodavivatex.co.id,86400,Standard Chartered Tower,62 21 2553 2255,Real Estate Services,32nd Floor Jl. Prof. Dr. Satrio No. 164,RDTX.JK
12950,Industrials,108.0,"PT Mitrabahtera Segara Sejati Tbk, together with its subsidiaries, provides integrated maritime transportation and transshipment services in Indonesia. It operates through three segments: Tugboats and Barges, Floating Cranes, and Consultancy Services. The company offers direct barging services for the transportation of bulk mining materials, primarily coal. It owns and operates 76 barges. The company also has a fleet of 4 floating cranes consisting of single and double cranes, as well as 2 floating loading facilities with conveyor belt system and metal detector. In addition, it provides material handling and marine consultancy services. The company was founded in 1994 and is headquartered in South Jakarta, Indonesia. PT Mitrabahtera Segara Sejati Tbk is a subsidiary of PT Indika Energy Infrastructure.",Jakarta Selatan,62 21 5794 4755,Indonesia,https://www.mbss.co.id,86400,Menara Karya Building,62 21 5794 4768,Marine Shipping,"12th Floor, Unit A-H Jl. H.R. Rasuna Said Block X-5 Kav. 1-2, Kuningan",MBSS.JK
10130,Industrials,19.0,"PT Pelayaran Tamarin Samudra Tbk operates as an offshore shipping company in Indonesia. The company's services include offshore marine support services, such as chartering, re-chartering, anchor handling tug supply, and accommodation work barge. It serves the oil and gas industry. The company was founded in 1998 and is headquartered in Jakarta, Indonesia. PT Pelayaran Tamarin Samudra Tbk is a subsidiary of PT Andalan Lepas Pantai.",Jakarta,62 21 634 2275,Indonesia,https://www.tamarin.co.id,86400,Jalan Alaydrus No.78 C,62 21 633 5557,Marine Shipping,Petojo Utara – Gambir,TAMU.JK
12930,Energy,42.0,"PT Sumber Global Energy Tbk, together with its subsidiaries, engages in coal trading and shipment services in Indonesia. The company engages in the wholesale of solid, liquid, gas, and renewable energy; and mining of rare earth metals and minerals. It also engages in the hotel, agency, and contracting businesses, as well as provision of other supporting mining activities. In addition, it offers transportation and warehousing services. It serves companies operating in the energy sector. The company was founded in 2008 and is headquartered in South Jakarta, Indonesia. PT Sumber Global Energy Tbk is a subsidiary of PT Sumbermas Inti Energi.",Jakarta Selatan,62 21 250 0120,Indonesia,https://sumberglobalenergy.co.id,86400,Jl. Gatot Subroto Kav. 23,,Thermal Coal,"Graha Bip 2nd Floor Karet Semanggi, Setiabudi Daerah Khusus Ibukota",SGER.JK
13340,Industrials,557.0,"PT Wijaya Karya Bangunan Gedung Tbk., together with its subsidiaries, provides building construction services in Indonesia. The company operates through Construction, Property, Concession, and Modular segments. It offers foundation, structural, mechanical, electrical, plumbing, lighting, architecture, interior, and landscape and hardscape works. The company also produces precast blocks and columns, hollow core slabs, and precast facades. In addition, it is involved in the real estate, hospitality, and parking lot businesses. The company's projects include academic facilities, airports, apartments, commercial facilities, hospitals, hotels, offices, sports facilities, and other projects. It serves governments and private sectors. The company was founded in 2008 and is headquartered in Jakarta, Indonesia. PT Wijaya Karya Bangunan Gedung Tbk. is a subsidiary of PT Wijaya Karya (Persero) Tbk.",Jakarta,62 21 8590 8862,Indonesia,https://www.wikagedung.co.id,86400,WIKA Tower 1,62 21 8590 4146,Engineering & Construction,Lantai 7-10 Jl. D.I. Panjaitan Kav. 9 RT/003RW/011 Kelurahan Cipinang Cempedak,WEGE.JK
15720,Consumer Cyclical,1693.0,"PT Satyamitra Kemas Lestari Tbk operates as an integrated carton packaging and logistics solutions company in Indonesia. The company offers corrugated carton, pre-print corrugated, offset printing, and rigid boxes. It is also involved in the provision of logistics services. The company was founded in 2001 and is headquartered in Tangerang, Indonesia. PT Satyamitra Kemas Lestari Tbk is a subsidiary of PT Satyamitra Investindo Pratama.",Tangerang,62 21 595 0988,Indonesia,https://www.satyamitra.com,86400,Kawasan Industri Benua Permai Lestari,62 21 595 0089,Packaging & Containers,Jl. Raya Serang KM 25.6 Desa Cisereh Tigaraksa,SMKL.JK
12190,Energy,271.0,"PT Apexindo Pratama Duta Tbk operates as a drilling contractor in Indonesia and internationally. It provides onshore and offshore drilling services for oil and gas, geothermal, and coal bed methane industries. The company has a fleet of six offshore rigs that include 2 jack-up rigs and 4 swamp barges, and eight onshore rigs. It also engages in the rental of equipment; usage of fuel and spare parts; and provision of catering and other services. The company was founded in 1984 and is headquartered in Jakarta, Indonesia. PT Apexindo Pratama Duta Tbk is a subsidiary of PT Aserra Capital.",Jakarta,62 21 2933 3000,Indonesia,https://www.apexindo.com,86400,Office 8 Building,62 21 2933 3111,Oil & Gas Drilling,"20 – 21 Floors, SCBD Lot 28 Jl. Jend. Sudirman Kav 52-53 Kebayoran Baru",APEX.JK
12190,Real Estate,67.0,"PT Urban Jakarta Propertindo Tbk. develops properties in Indonesia. It develops and/or manages office areas, shopping centers, and apartments that are integrated directly with mass transportation. The company was founded in 1995 and is based in Jakarta Selatan, Indonesia. PT Urban Jakarta Propertindo Tbk. is a subsidiary of PT Nusa Wijaya Propertindo.",Jakarta Selatan,62 21 4011 1717,Indonesia,https://www.urbanjakarta.co.id,86400,Treasury Tower,,Real Estate—Development,"Lt. 19 F-G – SCBD Lot 28 Jl. Jend. Sudirman Kav. 52-53 RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota",URBN.JK
61253,Industrials,1518.0,"PT Jasuindo Tiga Perkasa Tbk, together with its subsidiaries, operates in the printing industry in Indonesia. It operates through two segments, Security Products and Non-Security Products. The company offers payment products, including checks, bank cards, and other payment products; brand protection products comprising stamp duty and labels; commercial printing products, such as promo plus, game plus, pin mailers, reel printing, insurance policy, bills, and delivery orders; and identity documents consisting of passports, identity cards, and certificate/diploma documents. It also provides information technology solutions. The company was founded in 1990 and is headquartered in Sidoarjo, Indonesia.",Sidoarjo,62 31 891 0919,Indonesia,https://jasuindo.com,86400,Jl. Raya Betro No. 21,62 31 891 0928,Specialty Business Services,Sedati,JTPE.JK
13760,Industrials,312.0,"PT PP Presisi Tbk operates as an integrated heavy equipment-based construction company in Indonesia. It provides integrated services, including civil works, ready mix, foundation, formwork, erector, and mining, as well as heavy equipment rental services. The company's civil works include the construction of ports, airports, railroads, coastal safeguards, irrigation channels or canals, reservoirs, tunnels, building structures, roads, bridges, swamp reclamations, pipe installations, drillings, and land clearing projects. It is also involved in the provision of mechanical-electrical works, transportation/logistic, and trading services. In addition, the company owns 2,985 heavy equipment consisting of 2,817 large scale fleet (mobile), such as asphalt distributor and finisher, babyroller, backhoe loader, breaker, bulldozer, car mix, cold milling, compressor, concrete paver and pump, dump truck, excavator, flat deck, forklift, generating set, impact roller, fuel and light truck, mine pump, motor grader, self and skip steer loader, pile hammer, ripper, submersible pump, tandem roller, tractor, tower lamp, truck boogie and box, truck crane and mixer, truck services, tyre and vibro roller, water tank truck, wheel excavator and loader, and truck mounted crane. Further, it provides 168 large scale fleet (non-mobile) comprising asphalt mixing and batching plant, cement deep mixing, crane pancang, crawler crane, CSD, drilling rig, launcher gentry, passenger hoist, placing boom, stone crusher, and tower crane. The company was formerly known as PT PP Peralatan Konstruksi and changed its name to PT PP Presisi Tbk in March 2017. PT PP Presisi Tbk was incorporated in 2004 and is headquartered in East Jakarta, Indonesia. PT PP Presisi Tbk is a subsidiary of PT Pembangunan Perumahan (Persero) Tbk.",Jakarta Timur,62 21 841 4119,Indonesia,https://www.pp-presisi.co.id,86400,Plaza PP,62 21 823 0353,Engineering & Construction,Wisma Robinson Lt. 3 Jl. TB Simatupang No. 57 Pasar Rebo,PPRE.JK
,Technology,169.0,"PT Gaya Abadi Sempurna Tbk develops and trades in electric vehicles and electronic components in Indonesia. It offers electric bicycles and motors, MTB electric bicycles, and scooters; and fans and LED light products. The company was founded in 1996 and is headquartered in Tangerang, Indonesia. PT Gaya Abadi Sempurna Tbk is a subsidiary of PT Selis Investama Indonesia.",Tangerang,62 21 450 9888,Indonesia,https://www.gaya-slis.com,86400,Jl. Raya Serang Km 29,62 21 452 0716,Electronics & Computer Distribution,"No. 8, Kampung ilat Rt/Rw: 002/003 Kp. Ilat, Kel. Gembong, Kec. Balaraja",SLIS.JK
